,timestamp,t_indoor_measured,t_indoor_predicted,t_indoor_predicted_after_kalman
2020-01-04 15:45:00,2020/01/04 15:45:00,20.275903634945678,20.305994856066548,20.2325
2020-01-04 15:50:00,2020/01/04 15:50:00,20.242409757992107,20.232505602304627,20.1597
2020-01-04 15:55:00,2020/01/04 15:55:00,20.208776569804,20.15974448977778,20.0968
2020-01-04 16:00:00,2020/01/04 16:00:00,20.16764077105944,20.096797887322168,20.0425
2020-01-04 16:05:00,2020/01/04 16:05:00,20.124706969388683,20.04246759707246,20.0017
2020-01-04 16:10:00,2020/01/04 16:10:00,20.07857048816669,20.001688935194807,19.9723
2020-01-04 16:15:00,2020/01/04 16:15:00,20.02884025315967,19.972267170799,19.9534
2020-01-04 16:20:00,2020/01/04 16:20:00,19.961356329223236,19.9533778956868,19.9373
2020-01-04 16:25:00,2020/01/04 16:25:00,19.89014723349129,19.937289438449625,19.9221
2020-01-04 16:30:00,2020/01/04 16:30:00,19.843335684934118,19.922077228378157,19.9109
2020-01-04 16:35:00,2020/01/04 16:35:00,19.791303453041508,19.91086997444836,19.8965
2020-01-04 16:40:00,2020/01/04 16:40:00,19.757393325728856,19.89651366723598,19.8809
2020-01-04 16:45:00,2020/01/04 16:45:00,19.718368780545518,19.88091396698036,19.861
2020-01-04 16:50:00,2020/01/04 16:50:00,19.683972664281725,19.86099908466798,19.8346
2020-01-04 16:55:00,2020/01/04 16:55:00,21.255224711109918,19.83456841645358,21.3172
2020-01-04 17:00:00,2020/01/04 17:00:00,20.825362385701453,21.317186383871217,20.8776
2020-01-04 17:05:00,2020/01/04 17:05:00,20.646459066519128,20.87764177641651,20.934
2020-01-04 17:10:00,2020/01/04 17:10:00,20.76446614344337,20.93395704701095,20.9516
2020-01-04 17:15:00,2020/01/04 17:15:00,20.946733456918025,20.951571432316882,20.9918
2020-01-04 17:20:00,2020/01/04 17:20:00,21.04877846250048,20.991834294360956,21.0076
2020-01-04 17:25:00,2020/01/04 17:25:00,21.15592978474848,21.00759270201422,21.0299
2020-01-04 17:30:00,2020/01/04 17:30:00,21.085332232889925,21.02985609505174,21.0077
2020-01-04 17:35:00,2020/01/04 17:35:00,21.043224930371878,21.00765982354028,21.0021
2020-01-04 17:40:00,2020/01/04 17:40:00,21.031007014287752,21.002137922108716,21.0004
2020-01-04 17:45:00,2020/01/04 17:45:00,21.02065633420517,21.00035205256154,20.9982
2020-01-04 17:50:00,2020/01/04 17:50:00,21.017825754434,20.99819020797645,20.9979
2020-01-04 17:55:00,2020/01/04 17:55:00,21.00160481279329,20.997868437305783,20.9943
2020-01-04 18:00:00,2020/01/04 18:00:00,20.86556315762664,20.99427952031658,20.9621
2020-01-04 18:05:00,2020/01/04 18:05:00,20.800940420817597,20.962104263122853,20.9532
2020-01-04 18:10:00,2020/01/04 18:10:00,20.850902289490136,20.95320096328362,20.9676
2020-01-04 18:15:00,2020/01/04 18:15:00,20.90279782001039,20.967627865468103,20.9771
2020-01-04 18:20:00,2020/01/04 18:20:00,20.901023883270796,20.977089182956547,20.9743
2020-01-04 18:25:00,2020/01/04 18:25:00,20.909515073754676,20.97429531556213,20.9768
2020-01-04 18:30:00,2020/01/04 18:30:00,20.8865179236862,20.97679115163521,20.9705
2020-01-04 18:35:00,2020/01/04 18:35:00,20.88791745534519,20.97051610304254,20.9722
2020-01-04 18:40:00,2020/01/04 18:40:00,20.89735270770882,20.972175120695397,20.974
2020-01-04 18:45:00,2020/01/04 18:45:00,20.92063498799945,20.97402424798412,20.9792
2020-01-04 18:50:00,2020/01/04 18:50:00,20.917216115699205,20.979184773636803,20.9771
2020-01-04 18:55:00,2020/01/04 18:55:00,20.923179190131577,20.977075363288805,20.9788
2020-01-04 19:00:00,2020/01/04 19:00:00,20.915556001125253,20.97879791042982,20.9773
2020-01-04 19:05:00,2020/01/04 19:05:00,20.96269216534074,20.977267331942585,20.9877
2020-01-04 19:10:00,2020/01/04 19:10:00,20.734812523644734,20.987735652033223,20.9307
2020-01-04 19:15:00,2020/01/04 19:15:00,20.54397767332705,20.930693427319397,20.8975
2020-01-04 19:20:00,2020/01/04 19:20:00,20.585399391528767,20.897500161820744,20.9158
2020-01-04 19:25:00,2020/01/04 19:25:00,20.701908813094633,20.91580783942686,20.9386
2020-01-04 19:30:00,2020/01/04 19:30:00,20.794577412199487,20.938646890788675,20.9564
2020-01-04 19:35:00,2020/01/04 19:35:00,20.946281837019512,20.95636195489692,20.9877
2020-01-04 19:40:00,2020/01/04 19:40:00,20.949352048238325,20.987692044119513,20.9821
2020-01-04 19:45:00,2020/01/04 19:45:00,21.018229903433735,20.982141084742352,20.9987
2020-01-04 19:50:00,2020/01/04 19:50:00,21.030099928845118,20.998718743623044,20.9982
2020-01-04 19:55:00,2020/01/04 19:55:00,21.081213810459587,20.998170670753836,21.0097
2020-01-04 20:00:00,2020/01/04 20:00:00,21.061615567885042,21.009697583244133,21.0024
2020-01-04 20:05:00,2020/01/04 20:05:00,21.063172831442103,21.00244487586758,21.0038
2020-01-04 20:10:00,2020/01/04 20:10:00,21.061948787563892,21.00378835775075,21.0032
2020-01-04 20:15:00,2020/01/04 20:15:00,21.064379099251425,21.0032384335301,21.0038
2020-01-04 20:20:00,2020/01/04 20:20:00,21.059416605092224,21.003820918967904,21.0027
2020-01-04 20:25:00,2020/01/04 20:25:00,21.05354418009381,21.002689390526996,21.0019
2020-01-04 20:30:00,2020/01/04 20:30:00,21.045598341953223,21.001866711261528,21.0004
2020-01-04 20:35:00,2020/01/04 20:35:00,21.038833278948516,21.00036227453552,20.9989
2020-01-04 20:40:00,2020/01/04 20:40:00,21.034442188528942,20.998864634721997,20.996
2020-01-04 20:45:00,2020/01/04 20:45:00,21.021086557206047,20.995987770763634,20.985
2020-01-04 20:50:00,2020/01/04 20:50:00,19.48381148792771,20.984980944617917,19.5407
2020-01-04 20:55:00,2020/01/04 20:55:00,17.84685663882118,19.54072285138642,18.7
