Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 07/19  16:00:00,630738047.3810905,0.0,197022006.7144057,173690957.55979295,0.0,226864935.58177094,33129763.18629743,30384.338823529408,3976014.8191349345,0.0,3976014.8191349345 
 07/19  17:00:00,563798198.3190752,0.0,175405364.20257727,135092966.9909501,0.0,226061237.00064618,27208245.78607778,30384.338823529408,7874983.551695704,0.0,7874983.551695704 
 07/19  18:00:00,383100160.9474416,0.0,138241567.28028307,96494976.4221072,0.0,129665444.23400118,18667788.6722266,30384.338823529408,3972586.193069138,0.0,3972586.193069138 
 07/19  19:00:00,359882295.35738399,0.0,126160440.91724034,96494976.4221072,0.0,120417795.88235286,16778697.796860048,30384.338823529408,72000.0,0.0,72000.0 
 07/19  20:00:00,323400187.08816537,0.0,114308569.95760136,57896985.85326433,35529600.0,101118800.5979314,14515846.340544686,30384.338823529408,3972070.303052865,0.0,3972070.303052865 
 07/19  21:00:00,327111339.0599245,0.0,105517450.63812229,57896985.85326433,53294400.0,96494976.4221072,13877141.807607163,30384.338823529408,3970733.0958947238,0.0,3970733.0958947238 
 07/19  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 07/19  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970365.697694582,0.0,3970365.697694582 
 07/19  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/20  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970586.384747273,0.0,3970586.384747273 
 07/20  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/20  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/20  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970736.4647162074,0.0,3970736.4647162074 
 07/20  05:00:00,140937360.76093073,0.0,0.0,19298995.284421438,44412000.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/20  06:00:00,184190272.89430685,1942794.5663865989,71003875.56049176,19298995.284421438,0.0,77195981.13768575,14718242.006497773,30384.33882352941,3970664.557327746,0.0,3970664.557327746 
 07/20  07:00:00,267980102.65382726,1736373.2778071475,77376575.34197404,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.33882352941,3972393.875470606,0.0,3972393.875470606 
 07/20  08:00:00,542972756.9245178,0.0,97670918.72610727,173690957.55979295,0.0,253451924.59275989,18128571.707034068,30384.33882352941,3974526.4713673337,0.0,3974526.4713673337 
 07/20  09:00:00,524837605.5355576,0.0,109635613.78193364,173690957.55979295,0.0,223397067.4499028,18083582.40510473,30384.338823529408,7877983.229591701,0.0,7877983.229591701 
 07/20  10:00:00,535444821.9560938,0.0,126065477.24038784,173690957.55979295,0.0,216461331.18616648,19196671.630922948,30384.338823529408,7878207.701022781,0.0,7878207.701022781 
 07/20  11:00:00,564589577.9631482,0.0,146324169.8010555,173690957.55979295,0.0,223397067.4499028,21146998.813573425,30384.338823529408,7880491.182675164,0.0,7880491.182675164 
 07/20  12:00:00,557467473.3212141,0.0,141381405.08556117,173690957.55979295,0.0,221437412.82482205,20927313.512214204,30384.338823529408,7883428.845229873,0.0,7883428.845229873 
 07/20  13:00:00,598859564.4447765,0.0,171185002.42716826,173690957.55979295,0.0,229176847.66968299,24776372.44930879,30384.338823529408,7882346.201818436,0.0,7882346.201818436 
 07/20  14:00:00,596204217.6016479,0.0,179771905.82205213,173690957.55979295,0.0,216461331.18616648,26249638.694812783,30384.338823529408,7877089.398445848,0.0,7877089.398445848 
 07/20  15:00:00,598237073.316713,0.0,181436699.06482456,173690957.55979295,0.0,216461331.18616648,26617701.167105486,30384.338823529408,3974289.410354039,0.0,3974289.410354039 
 07/20  16:00:00,592777275.7665591,0.0,168828062.6043658,173690957.55979295,0.0,226864935.58177094,23362935.68180587,30384.338823529408,7879322.712925358,0.0,7879322.712925358 
 07/20  17:00:00,503590655.4212539,0.0,122579342.33474796,135092966.9909501,0.0,226061237.00064618,19826724.756085826,30384.338823529408,3973381.438719483,0.0,3973381.438719483 
 07/20  18:00:00,324655941.8807129,0.0,83854989.86701299,96494976.4221072,0.0,129665444.23400118,14610147.018767948,30384.338823529408,3972899.8282891099,0.0,3972899.8282891099 
 07/20  19:00:00,310971889.1788836,0.0,79865495.65960489,96494976.4221072,0.0,120417795.88235286,14163236.875995135,30384.338823529408,3972014.2105404066,0.0,3972014.2105404066 
 07/20  20:00:00,279441176.0191784,1841613.133136402,69661022.89443948,57896985.85326433,35529600.0,101118800.5979314,13362769.201583244,30384.338823529408,3971982.0110360409,0.0,3971982.0110360409 
 07/20  21:00:00,289490419.98924067,5001712.091256836,63486620.11797784,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,3971097.4222272478,0.0,3971097.4222272478 
 07/20  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 07/20  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/20  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970728.0379444079,0.0,3970728.0379444079 
 07/21  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/21  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970359.558536145,0.0,3970359.558536145 
 07/21  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/21  04:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970592.119244266,0.0,3970592.119244266 
 07/21  05:00:00,140937360.76093073,0.0,0.0,19298995.284421438,44412000.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/21  06:00:00,169377774.16929136,21187321.792611585,37780083.298949699,19298995.284421438,0.0,77195981.13768575,13885008.316799362,30384.33882352941,3970734.3204133275,0.0,3970734.3204133275 
 07/21  07:00:00,250979330.9622228,21076667.173861445,41035509.75431524,57896985.85326433,0.0,117654442.67614728,13285341.165810822,30384.33882352941,72000.0,0.0,72000.0 
 07/21  08:00:00,497836578.81900897,909784.3511069914,54440884.36408032,173690957.55979295,0.0,253451924.59275989,15312643.61244512,30384.33882352941,7876783.490201943,0.0,7876783.490201943 
 07/21  09:00:00,473449232.5488028,0.0,61295983.51543279,173690957.55979295,0.0,223397067.4499028,15034839.684850658,30384.338823529408,7878027.682403604,0.0,7878027.682403604 
 07/21  10:00:00,473155887.6827026,0.0,67658429.94749272,173690957.55979295,0.0,216461331.18616648,15314784.650426889,30384.338823529408,3975044.8990513847,0.0,3975044.8990513847 
 07/21  11:00:00,485775998.7358532,0.0,72428733.91982709,173690957.55979295,0.0,223397067.4499028,16228855.467506767,30384.338823529408,7880555.83370677,0.0,7880555.83370677 
 07/21  12:00:00,494487041.36421617,0.0,83091477.41231507,173690957.55979295,0.0,221437412.82482205,16236809.228462397,30384.338823529408,11788770.82056987,0.0,11788770.82056987 
 07/21  13:00:00,514764728.8648828,0.0,94177748.27395234,173690957.55979295,0.0,229176847.66968299,17688791.02263096,30384.338823529408,7882682.313644437,0.0,7882682.313644437 
 07/21  14:00:00,502291946.69547167,0.0,94547566.58804615,173690957.55979295,0.0,216461331.18616648,17561707.022642454,30384.338823529408,7876787.220465945,0.0,7876787.220465945 
 07/21  15:00:00,503886742.1557245,0.0,95650421.49643897,173690957.55979295,0.0,216461331.18616648,18053647.57450257,30384.338823529408,3974354.7572600457,0.0,3974354.7572600457 
 07/21  16:00:00,511973728.1325538,0.0,92632640.14971991,173690957.55979295,0.0,226864935.58177094,18754810.502446485,30384.338823529408,7879515.548236541,0.0,7879515.548236541 
 07/21  17:00:00,464865962.42426207,0.0,86049339.7865726,135092966.9909501,0.0,226061237.00064618,17632034.3072693,30384.338823529408,3973306.8727454335,0.0,3973306.8727454335 
 07/21  18:00:00,311653469.8262135,0.0,71937442.8015368,96494976.4221072,0.0,129665444.23400118,13525222.029744784,30384.338823529408,3972662.704395738,0.0,3972662.704395738 
 07/21  19:00:00,301366218.2734715,30143.87642621805,71000475.3774363,96494976.4221072,0.0,120417795.88235286,13392442.376325366,30384.338823529408,3971986.9833867044,0.0,3971986.9833867044 
 07/21  20:00:00,282555691.4463184,4454671.959724188,70239907.53076414,57896985.85326433,35529600.0,101118800.5979314,13285341.165810822,30384.338823529408,3971972.6950359547,0.0,3971972.6950359547 
 07/21  21:00:00,298925018.5322463,10823546.459405307,67099384.2928351,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,72000.0,0.0,72000.0 
 07/21  22:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970623.1485069955,0.0,3970623.1485069955 
 07/21  23:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/21  24:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970215.3091462065,0.0,3970215.3091462065 
 07/22  01:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/22  02:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/22  03:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,3970500.345946893,0.0,3970500.345946893 
 07/22  04:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.338823529408,72000.0,0.0,72000.0 
 07/22  05:00:00,111988867.83429855,0.0,0.0,9649497.642210719,44412000.0,57896985.85326433,0.0,30384.338823529408,3970585.556855834,0.0,3970585.556855834 
 07/22  06:00:00,187303561.82909376,13172353.337287153,63954779.26261373,19298995.284421438,0.0,77195981.13768575,13651068.468262146,30384.33882352941,72000.0,0.0,72000.0 
 07/22  07:00:00,209214134.67943324,12857558.985195205,68050577.06419984,19298995.284421438,0.0,95691277.84098245,13285341.165810822,30384.338823529408,3971219.4228867187,0.0,3971219.4228867187 
 07/22  08:00:00,300762817.6666141,3894941.5610026039,74378813.14137805,96494976.4221072,0.0,112678361.03749182,13285341.165810822,30384.338823529408,3971886.318480852,0.0,3971886.318480852 
 07/22  09:00:00,312262802.16826918,1506744.2126916336,80175302.68365182,96494976.4221072,0.0,120770053.34518413,13285341.165810822,30384.338823529408,3972726.950222543,0.0,3972726.950222543 
 07/22  10:00:00,316661865.3556334,0.0,89548978.21557574,96494976.4221072,0.0,117302185.21331601,13285341.165810822,30384.338823529408,3972241.1071554927,0.0,3972241.1071554927 
 07/22  11:00:00,340474100.6738239,0.0,105255977.59141332,96494976.4221072,0.0,125393877.5210083,13298884.800471507,30384.338823529408,3972974.445618546,0.0,3972974.445618546 
 07/22  12:00:00,360117916.2053448,0.0,129129570.36150009,96494976.4221072,0.0,120770053.34518413,13692931.73772979,30384.338823529408,3972568.9565219294,0.0,3972568.9565219294 
