Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 01/05  13:00:00,550826879.050258,142107903.06791304,0.0,173690957.55979295,0.0,221437412.82482205,13560221.258906426,30384.338823529408,236413912.41353638,224614472.28615458,11799440.12738182 
 01/05  14:00:00,515927033.438632,98960574.0014955,0.0,173690957.55979295,0.0,229176847.66968299,14068269.86883708,30384.338823529408,208789064.33452795,196994339.91643987,11794724.418088096 
 01/05  15:00:00,482909379.172609,78851568.48682985,0.0,173690957.55979295,0.0,216461331.18616648,13875137.600996018,30384.338823529408,208978697.465218,201098008.09211648,7880689.373101547 
 01/05  16:00:00,480735910.1380167,77236213.8417961,0.0,173690957.55979295,0.0,216461331.18616648,13317023.21143764,30384.338823529408,234559902.34283898,226679680.02720223,7880222.31563675 
 01/05  17:00:00,532047672.5764216,100263249.10350935,0.0,173690957.55979295,17764800.0,226864935.58177094,13433345.992524814,30384.338823529408,247850302.71463595,239217514.47606955,8632788.238566397 
 01/05  18:00:00,591542922.6995411,163397867.10860224,0.0,135092966.9909501,53294400.0,226061237.00064618,13666067.260518732,30384.338823529408,267408379.28146208,260278046.04375524,7130333.2377068069 
 01/05  19:00:00,510956044.79018029,218185498.62943764,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,305687346.2413709,301713257.0975044,3974089.143866524 
 01/05  20:00:00,524437079.2138826,240914181.40478844,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,336218629.762035,332245890.0709586,3972739.6910764079 
 01/05  21:00:00,511566235.276072,285940323.320242,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,360046268.4619995,352172260.931302,7874007.530697437 
 01/05  22:00:00,531773200.1542171,310771112.37421128,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,359779270.1667329,359707270.1667329,72000.0 
 01/05  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,3970791.499042629,0.0,3970791.499042629 
 01/05  24:00:00,172467865.83734424,28530616.600765803,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.1178584594,30384.33882352941,9262823.750557416,9190823.750557416,72000.0 
 01/06  01:00:00,193584730.76440565,47754148.928284149,0.0,9649497.642210719,53294400.0,77195981.13768575,5660318.717401514,30384.33882352941,17017841.39477151,13046873.067301278,3970968.327470228 
 01/06  02:00:00,249626034.09823669,98690380.72369109,0.0,9649497.642210719,53294400.0,77195981.13768575,10765390.255825544,30384.33882352941,23924445.905257219,23852445.905257219,72000.0 
 01/06  03:00:00,246817646.4484782,97790489.21921765,0.0,9649497.642210719,53294400.0,77195981.13768575,8856894.110540549,30384.33882352941,25787204.501042848,21816087.03563133,3971117.465411517 
 01/06  04:00:00,294880487.34328249,143639106.58638675,0.0,9649497.642210719,53294400.0,77195981.13768575,11071117.638175687,30384.33882352941,32634258.651944855,32562258.651944855,72000.0 
 01/06  05:00:00,276058826.86095276,127031669.63169219,0.0,9649497.642210719,53294400.0,77195981.13768575,8856894.110540549,30384.33882352941,31886044.94499776,27914855.286150345,3971189.6588474188 
 01/06  06:00:00,331911267.39213868,171020388.99303229,0.0,19298995.284421438,53294400.0,77195981.13768575,11071117.638175687,30384.33882352941,38501065.80897409,38429065.80897409,72000.0 
 01/06  07:00:00,882581842.3741753,719476740.4474336,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,15335519.497479894,11364233.869045303,3971285.6284345898 
 01/06  08:00:00,736233598.009015,529601643.97496888,0.0,57896985.85326433,17764800.0,117654442.67614728,13285341.165810822,30384.338823529408,413787321.30580559,409813962.69303956,3973358.6127660695 
 01/06  09:00:00,717037699.7879492,276579092.130762,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,380874315.0228019,372992812.08303847,7881502.939763384 
 01/06  10:00:00,604931034.7302941,194527284.215964,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,328667585.5194707,320784688.31801626,7882897.2014545 
 01/06  11:00:00,576454119.4498658,172985270.45496164,0.0,173690957.55979295,0.0,216461331.18616648,13286175.910121207,30384.338823529408,282061700.58179476,270273887.1976551,11787813.38413968 
 01/06  12:00:00,571900265.6180908,161375728.50329728,0.0,173690957.55979295,0.0,223397067.4499028,13406127.766274218,30384.338823529408,232491330.60500134,224605145.7548654,7886184.850135978 
 01/06  13:00:00,568446359.6124628,159833194.9863568,0.0,173690957.55979295,0.0,221437412.82482205,13454409.902667297,30384.338823529408,198170953.80576385,186372370.08257894,11798583.723184923 
 01/06  14:00:00,529294844.3347764,112953190.08449823,0.0,173690957.55979295,0.0,229176847.66968299,13443464.681978737,30384.338823529408,161926470.6364463,150128476.33909107,11797994.297355269 
 01/06  15:00:00,497317135.89383479,93783494.16459449,0.0,173690957.55979295,0.0,216461331.18616648,13350968.644457307,30384.338823529408,153863816.1531134,145982431.4081446,7881384.744968789 
 01/06  16:00:00,493979501.2587453,90511487.00815159,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,171796272.30138237,163915702.80537609,7880569.496006278 
 01/06  17:00:00,540649375.7210454,109012957.07484719,0.0,173690957.55979295,17764800.0,226864935.58177094,13285341.165810822,30384.338823529408,193751330.74984897,181960273.7978614,11791056.95198758 
 01/06  18:00:00,594099171.1711695,166115712.11581726,0.0,135092966.9909501,53294400.0,226061237.00064618,13504470.72493221,30384.338823529408,201180907.604681,193303417.51816569,7877490.0865152929 
 01/06  19:00:00,505535671.7873219,212765125.62657926,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,217128314.7374906,213154530.0219598,3973784.715530782 
 01/06  20:00:00,513581530.5133976,230058632.70430327,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,229705443.2040427,225732762.23930449,3972680.964738201 
 01/06  21:00:00,501482237.0849263,275856325.12909629,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,237539149.55638407,233566162.15509258,3972987.4012915317 
 01/06  22:00:00,512313429.0203582,291311341.24035248,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,237626670.4528032,233655325.08722765,3971345.365575549 
 01/06  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 01/06  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970647.981450566,0.0,3970647.981450566 
 01/07  01:00:00,143386367.23568905,19501510.507103746,0.0,9649497.642210719,53294400.0,57896985.85326433,3013588.8942867678,30384.33882352941,3871509.0723649098,3799509.0723649098,72000.0 
 01/07  02:00:00,155687015.49814458,31048761.545987555,0.0,9649497.642210719,53294400.0,57896985.85326433,3766986.117858459,30384.33882352941,9920277.492752416,5949481.199169079,3970796.293583336 
 01/07  03:00:00,156376830.24668259,32491973.51809726,0.0,9649497.642210719,53294400.0,57896985.85326433,3013588.8942867678,30384.33882352941,9170539.953597358,9098539.953597358,72000.0 
 01/07  04:00:00,180676979.9935886,54367107.20578015,0.0,9649497.642210719,53294400.0,57896985.85326433,5438604.953509878,30384.33882352941,17787340.454870326,13816428.204122479,3970912.250747847 
 01/07  05:00:00,214889735.15102113,84617929.04916896,0.0,9649497.642210719,53294400.0,57896985.85326433,9400538.267553568,30384.33882352941,16485950.714616934,16413950.714616934,72000.0 
 01/07  06:00:00,240128142.4307265,108882264.80644037,0.0,9649497.642210719,53294400.0,57896985.85326433,10374609.789987594,30384.33882352941,25883739.868118697,21912195.20531316,3971544.662805535 
 01/07  07:00:00,820548586.7594277,657443484.8326862,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,3028663.5868717755,2956663.5868717755,72000.0 
 01/07  08:00:00,648924111.9592866,502853313.32924827,0.0,19298995.284421438,17764800.0,95691277.84098245,13285341.165810822,30384.338823529408,363943599.31661078,359971800.86101266,3971798.455598124 
 01/07  09:00:00,554503474.7004571,332014411.73622378,0.0,96494976.4221072,0.0,112678361.03749182,13285341.165810822,30384.338823529408,327430836.2826383,323458271.8552914,3972564.4273468817 
 01/07  10:00:00,482970786.36456558,252390031.09263993,0.0,96494976.4221072,0.0,120770053.34518413,13285341.165810822,30384.338823529408,275220490.3335293,271246694.86116477,3973795.472364525 
 01/07  11:00:00,449035043.7246664,221922156.58460889,0.0,96494976.4221072,0.0,117302185.21331601,13285341.165810822,30384.338823529408,226678327.1128869,218803299.6615406,7875027.451346321 
 01/07  12:00:00,444675848.0043874,209397252.05820365,0.0,96494976.4221072,0.0,125393877.5210083,13359357.664244716,30384.338823529408,189301019.90843303,185326834.62105359,3974185.2873794359 
 01/07  13:00:00,426595953.00494006,195385573.5663095,0.0,96494976.4221072,0.0,120770053.34518413,13914965.332515683,30384.338823529408,161029094.30046795,157055489.20400686,3973605.096461084 
 01/07  14:00:00,393863066.60714146,171807125.35735045,0.0,96494976.4221072,0.0,111522404.99353579,14008175.49532451,30384.338823529408,146300597.07934956,138425750.74381078,7874846.335538764 
 01/07  15:00:00,315212477.4076859,196007073.2322827,0.0,28948492.926632167,0.0,76794131.8471234,13432395.062824022,30384.338823529408,161626576.35479138,157653989.55120618,3972586.803585194 
 01/07  16:00:00,310099293.52545037,195664767.42288453,0.0,28948492.926632167,0.0,72170307.67129924,13285341.165810822,30384.338823529408,183762930.68514616,179790437.47794143,3972493.2072047458 
 01/07  17:00:00,370405435.1435269,237050152.99700506,0.0,28948492.926632167,17764800.0,73326263.71525528,13285341.165810822,30384.338823529408,200473174.6483851,200401174.6483851,72000.0 
 01/07  18:00:00,454674337.7472443,313581992.4833988,0.0,9649497.642210719,53294400.0,64832722.11700059,13285341.165810822,30384.338823529408,230813150.17419235,226842168.2637532,3970981.91043915 
 01/07  19:00:00,120871267.83429855,0.0,0.0,9649497.642210719,53294400.0,57896985.85326433,0.0,30384.33882352941,3971094.358474905,0.0,3971094.358474905 
 01/07  20:00:00,133646357.22549047,10514897.720476829,0.0,9649497.642210719,53294400.0,57896985.85326433,2260191.6707150756,30384.338823529408,72000.0,0.0,72000.0 
 01/07  21:00:00,146697021.55905045,22812164.830465113,0.0,9649497.642210719,53294400.0,57896985.85326433,3013588.8942867678,30384.33882352941,5700863.568904169,1729911.956443738,3970951.6124604309 
 01/07  22:00:00,178101144.85681848,50609048.904221829,0.0,9649497.642210719,53294400.0,57896985.85326433,6620828.118298087,30384.33882352941,10997864.102021866,7026087.648652831,3971776.4533690328 
 01/07  23:00:00,213388439.11326877,82199450.8643662,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,12875462.925786972,12803462.925786972,72000.0 
 01/07  24:00:00,230829264.89743833,100347705.72902753,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.33411224,30384.33882352941,23407889.483675407,19436902.60512695,3970986.8785484556 
 01/08  01:00:00,250881392.47054727,119692404.22164467,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,20702814.729363316,20630814.729363316,72000.0 
 01/08  02:00:00,260252008.76977299,129770449.60136213,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,27947867.709600539,27875867.709600539,72000.0 
 01/08  03:00:00,278516567.0633933,147327578.81449075,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,30878164.37012335,26907427.85990803,3970736.51021532 
 01/08  04:00:00,285146362.27656039,154664803.1081496,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,34941648.676079008,34869648.676079008,72000.0 
 01/08  05:00:00,304014152.81629046,172825164.56738786,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,35732434.8015728,31761563.18896485,3970871.612607949 
 01/08  06:00:00,313358575.33494237,182877016.1665315,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,39783382.99859383,39711382.99859383,72000.0 
 01/08  07:00:00,327154861.39476,195965873.1458575,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,38759255.06022728,34788519.07311328,3970735.9871140059 
 01/08  08:00:00,281098281.4946159,186146322.32620514,0.0,9649497.642210719,17764800.0,57896985.85326433,9610291.334112242,30384.33882352941,42685501.73956511,42613501.73956511,72000.0 
 01/08  09:00:00,202955835.26250894,125061247.01360637,0.0,9649497.642210719,0.0,57896985.85326433,10317720.414603994,30384.33882352941,38873514.653673689,34902643.44980453,3970871.203869154 
 01/08  10:00:00,176028705.59836919,98841546.42995836,0.0,9649497.642210719,0.0,57896985.85326433,9610291.334112242,30384.33882352941,38324148.77006426,38252148.77006426,72000.0 
 01/08  11:00:00,161549274.39077876,83654686.14187619,0.0,9649497.642210719,0.0,57896985.85326433,10317720.414603994,30384.33882352941,31704676.389946559,27733692.848450744,3970983.541495812 
 01/08  12:00:00,159526584.4866656,82339425.31825482,0.0,9649497.642210719,0.0,57896985.85326433,9610291.334112242,30384.33882352941,26818096.362458644,26746096.362458644,72000.0 
 01/08  13:00:00,151137260.29338286,73242672.04448033,0.0,9649497.642210719,0.0,57896985.85326433,10317720.414603994,30384.33882352941,21488536.172555265,17517175.360141484,3971360.8124137835 
 01/08  14:00:00,131428311.85756728,56330676.23372076,0.0,9649497.642210719,0.0,57896985.85326433,7520767.789547966,30384.33882352941,13649270.824814603,13577270.824814603,72000.0 
 01/08  15:00:00,113909630.4181598,39497581.410197708,0.0,9649497.642210719,0.0,57896985.85326433,6835181.173663536,30384.33882352941,11543802.761978919,7572577.625173546,3971225.136805372 
 01/08  16:00:00,116084272.90150008,41683145.12584165,0.0,9649497.642210719,0.0,57896985.85326433,6824259.941359875,30384.33882352941,5535514.933027982,5463514.933027982,72000.0 
 01/08  17:00:00,151419439.57767684,55899352.8984119,0.0,9649497.642210719,17764800.0,57896985.85326433,10178418.844966378,30384.33882352941,9350195.69696233,5379259.267779219,3970936.429183113 
 01/08  18:00:00,217613319.687192,87131760.51878119,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,7170868.241666628,7098868.241666628,72000.0 
 01/08  19:00:00,237201192.7396927,106012204.49079019,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,13591966.286327487,9621244.639195795,3970721.6471316928 
 01/08  20:00:00,259529867.1140218,129048307.945611,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,14685732.405613473,14613732.405613473,72000.0 
 01/08  21:00:00,279308500.4042352,148119512.15533263,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,20547587.80978963,16576728.08649952,3970859.723290112 
 01/08  22:00:00,294272241.01879319,163790681.85038237,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,22232547.87955557,22160547.87955557,72000.0 
 01/08  23:00:00,309657924.5276171,178468936.27871455,0.0,9649497.642210719,53294400.0,57896985.85326433,10317720.414603994,30384.33882352941,25984225.172392057,22013470.58892432,3970754.5834677366 
 01/08  24:00:00,320309306.3687258,189827747.20031495,0.0,9649497.642210719,53294400.0,57896985.85326433,9610291.334112242,30384.33882352941,28219481.610555173,28147481.610555173,72000.0 
 01/09  01:00:00,341817969.14356848,191329985.61024446,0.0,9649497.642210719,53294400.0,77195981.13768575,10317720.414603994,30384.33882352941,25688689.82984637,25616689.82984637,72000.0 
 01/09  02:00:00,348265036.8138028,198484482.36097057,0.0,9649497.642210719,53294400.0,77195981.13768575,9610291.334112242,30384.33882352941,35474295.509783048,31503140.60747937,3971154.9023036768 
 01/09  03:00:00,353636684.0844084,203148700.5510844,0.0,9649497.642210719,53294400.0,77195981.13768575,10317720.414603994,30384.33882352941,27871235.287417696,27799235.287417696,72000.0 
 01/09  04:00:00,359093479.9179725,209312925.46514029,0.0,9649497.642210719,53294400.0,77195981.13768575,9610291.334112242,30384.33882352941,37736028.24943797,33764861.11726466,3971167.132173319 
 01/09  05:00:00,363031814.25776889,212543830.72444488,0.0,9649497.642210719,53294400.0,77195981.13768575,10317720.414603994,30384.33882352941,29357252.66318495,29285252.66318495,72000.0 
 01/09  06:00:00,373092991.01727768,213662938.92223475,0.0,19298995.284421438,53294400.0,77195981.13768575,9610291.334112242,30384.33882352941,38317878.76496246,34347000.804366689,3970877.9605957677 
 01/09  07:00:00,1060092598.0443664,896987496.1176247,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,13951682.80764764,9980460.36024425,3971222.447403389 
 01/09  08:00:00,926607393.1502307,719975439.1161844,0.0,57896985.85326433,17764800.0,117654442.67614728,13285341.165810822,30384.338823529408,311706491.0186168,307733128.70754685,3973362.3110699926 
 01/09  09:00:00,913676105.1593325,473217497.5021448,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,269924404.4983399,262043634.19506813,7880770.303271785 
 01/09  10:00:00,794267321.77022,383863571.2558897,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,225709894.64990128,217827519.80598439,7882374.843916902 
 01/09  11:00:00,726542333.4638487,323074319.21325489,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,183925330.03926159,176043090.74605973,7882239.293201871 
 01/09  12:00:00,670345192.7417164,259941442.22738637,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,145816673.5292184,134024042.10781151,11792631.421406886 
 01/09  13:00:00,660563104.7588947,252119008.86964525,0.0,173690957.55979295,0.0,221437412.82482205,13285341.165810822,30384.338823529408,103538029.85386506,91740340.34515083,11797689.50871424 
 01/09  14:00:00,584065209.4488287,167881678.71471835,0.0,173690957.55979295,0.0,229176847.66968299,13285341.165810822,30384.338823529408,61062732.71699062,49265480.67002906,11797252.046961565 
 01/09  15:00:00,533161801.3050432,129693787.05444943,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,41833693.776021707,33952557.29314825,7881136.482873446 
 01/09  16:00:00,524895567.9905143,121427553.7399205,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,48171027.37641299,40290655.35663169,7880372.019781302 
 01/09  17:00:00,573114701.3824434,141478282.73624517,0.0,173690957.55979295,17764800.0,226864935.58177094,13285341.165810822,30384.338823529408,59562610.005024868,47771875.377711478,11790734.627313395 
 01/09  18:00:00,614313783.788707,186549454.29247604,0.0,135092966.9909501,53294400.0,226061237.00064618,13285341.165810822,30384.338823529408,59965488.31696479,55990689.1479225,3974799.1690422899 
 01/09  19:00:00,523644016.3614462,230873470.2007035,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,73194176.39635672,65317615.883007038,7876560.51334967 
 01/09  20:00:00,529727923.8581723,246205026.049078,0.0,96494976.4221072,53294400.0,120417795.88235286,13285341.165810822,30384.338823529408,76821080.95501703,72848536.57230538,3972544.3827116575 
 01/09  21:00:00,514689836.23999598,289063924.28416588,0.0,57896985.85326433,53294400.0,101118800.5979314,13285341.165810822,30384.338823529408,92740683.81811902,88767622.1747966,3973061.6433224279 
 01/09  22:00:00,522712547.1876756,301710459.40766987,0.0,57896985.85326433,53294400.0,96494976.4221072,13285341.165810822,30384.338823529408,111152321.56557016,107181192.00564766,3971129.5599224998 
 01/09  23:00:00,149819760.76093073,0.0,0.0,19298995.284421438,53294400.0,77195981.13768575,0.0,30384.33882352941,72000.0,0.0,72000.0 
 01/09  24:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970437.0082353136,0.0,3970437.0082353136 
 01/10  01:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 01/10  02:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,3970622.6069144925,0.0,3970622.6069144925 
 01/10  03:00:00,140170263.11872,0.0,0.0,9649497.642210719,53294400.0,77195981.13768575,0.0,30384.338823529408,72000.0,0.0,72000.0 
 01/10  04:00:00,153968745.73288954,11538290.94345445,0.0,9649497.642210719,53294400.0,77195981.13768575,2260191.6707150756,30384.338823529408,4259378.777787195,288221.45452540708,3971157.3232617878 
 01/10  05:00:00,165320610.50601913,21383361.269440634,0.0,9649497.642210719,53294400.0,77195981.13768575,3766986.117858459,30384.338823529408,231785.13745588246,159785.13745588246,72000.0 
 01/10  06:00:00,170783980.36152105,17950630.706303568,0.0,19298995.284421438,53294400.0,77195981.13768575,3013588.894286767,30384.338823529408,4072552.155931586,101318.71187909966,3971233.444052486 
 01/10  07:00:00,688151250.5375397,525046148.6107983,0.0,19298995.284421438,53294400.0,77195981.13768575,13285341.165810822,30384.33882352941,143746.90948928905,71746.90948928906,72000.0 
 01/10  08:00:00,593223568.5498719,386591614.5158259,0.0,57896985.85326433,17764800.0,117654442.67614728,13285341.165810822,30384.338823529408,73083224.20697111,69109831.47579357,3973392.7311775397 
 01/10  09:00:00,662486426.342767,222027818.6855797,0.0,173690957.55979295,0.0,253451924.59275989,13285341.165810822,30384.33882352941,41462758.43082018,29678464.996542038,11784293.43427815 
 01/10  10:00:00,559214310.092718,148810559.57838793,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,11809793.443093457,3927495.5602564469,7882297.88283701 
 01/10  11:00:00,505673713.30495277,102205699.05435887,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,7882231.710219701,0.0,7882231.710219701 
 01/10  12:00:00,490871643.5208292,80467893.00649908,0.0,173690957.55979295,0.0,223397067.4499028,13285341.165810822,30384.338823529408,11793217.916899708,0.0,11793217.916899708 
 01/10  13:00:00,503479819.7081748,95035723.81892532,0.0,173690957.55979295,0.0,221437412.82482205,13285341.165810822,30384.338823529408,11799078.043510557,0.0,11799078.043510557 
 01/10  14:00:00,475578441.27349308,59394910.539382759,0.0,173690957.55979295,0.0,229176847.66968299,13285341.165810822,30384.338823529408,11798192.382305395,0.0,11798192.382305395 
 01/10  15:00:00,456607498.9394136,53139484.688819859,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,7880670.341928786,0.0,7880670.341928786 
 01/10  16:00:00,463328743.7084966,59860729.45790281,0.0,173690957.55979295,0.0,216461331.18616648,13285341.165810822,30384.338823529408,7880243.364176811,0.0,7880243.364176811 
 01/10  17:00:00,503395632.0466327,71759213.40043442,0.0,173690957.55979295,17764800.0,226864935.58177094,13285341.165810822,30384.338823529408,7884608.693787828,0.0,7884608.693787828 
 01/10  18:00:00,524142751.2346384,96284074.25589538,0.0,135092966.9909501,53294400.0,226061237.00064618,13379688.648322966,30384.338823529408,7877943.970383425,0.0,7877943.970383425 
 01/10  19:00:00,424853907.63276138,132083361.47201868,0.0,96494976.4221072,53294400.0,129665444.23400118,13285341.165810822,30384.33882352941,3974100.2121855586,0.0,3974100.2121855586 
