,timestamp,t_indoor_measured,t_indoor_predicted
2020-01-05 09:50:00,2020/01/05 09:50:00,20.982247212360505,20.864838201261136
2020-01-05 09:55:00,2020/01/05 09:55:00,20.917553026099313,20.874503846511004
2020-01-05 10:00:00,2020/01/05 10:00:00,20.93827530259091,20.856426549948083
2020-01-05 10:05:00,2020/01/05 10:05:00,20.86915106180669,20.86576518848301
2020-01-05 10:10:00,2020/01/05 10:10:00,20.898704637412663,20.846740441650468
2020-01-05 10:15:00,2020/01/05 10:15:00,20.84530419055136,20.85873720189994
2020-01-05 10:20:00,2020/01/05 10:20:00,20.875768663543965,20.842953722942696
2020-01-05 10:25:00,2020/01/05 10:25:00,20.83427755421002,20.85442705663604
2020-01-05 10:30:00,2020/01/05 10:30:00,20.848348002643945,20.841647948085154
2020-01-05 10:35:00,2020/01/05 10:35:00,20.80819928622492,20.84756890233041
2020-01-05 10:40:00,2020/01/05 10:40:00,20.855179897584947,20.833924710059534
2020-01-05 10:45:00,2020/01/05 10:45:00,20.90646897958294,20.864570117279754
2020-01-05 10:50:00,2020/01/05 10:50:00,20.985579285458186,20.91504496731102
2020-01-05 10:55:00,2020/01/05 10:55:00,21.068678594211917,20.97683086662238
2020-01-05 11:00:00,2020/01/05 11:00:00,21.137163197278483,21.04674580646929
2020-01-05 11:05:00,2020/01/05 11:05:00,21.2100127137835,21.115059754632398
2020-01-05 11:10:00,2020/01/05 11:10:00,21.270431016006796,21.18396822450552
2020-01-05 11:15:00,2020/01/05 11:15:00,21.334823290587167,21.24958393759107
2020-01-05 11:20:00,2020/01/05 11:20:00,21.394027900032484,21.315017127210297
2020-01-05 11:25:00,2020/01/05 11:25:00,21.45653689597043,21.379516378147912
2020-01-05 11:30:00,2020/01/05 11:30:00,21.50924542079275,21.445443147246237
2020-01-05 11:35:00,2020/01/05 11:35:00,21.564955745790712,21.510663826747646
2020-01-05 11:40:00,2020/01/05 11:40:00,21.61258810073258,21.577450377451328
2020-01-05 11:45:00,2020/01/05 11:45:00,21.66284743806108,21.641615261665095
2020-01-05 11:50:00,2020/01/05 11:50:00,21.707521901867494,21.704228205462528
2020-01-05 11:55:00,2020/01/05 11:55:00,21.754407894703945,21.763527707825233
2020-01-05 12:00:00,2020/01/05 12:00:00,21.645231305274137,21.819957986389113
2020-01-05 12:05:00,2020/01/05 12:05:00,21.54551717820226,21.79536389056102
2020-01-05 12:10:00,2020/01/05 12:10:00,21.561482576334583,21.722549309828196
2020-01-05 12:15:00,2020/01/05 12:15:00,21.579380280378643,21.679609517677306
2020-01-05 12:20:00,2020/01/05 12:20:00,21.640675029669637,21.66632725147082
2020-01-05 12:25:00,2020/01/05 12:25:00,21.702766288704538,21.669034151276833
2020-01-05 12:30:00,2020/01/05 12:30:00,21.71146986624808,21.684285855904704
2020-01-05 12:35:00,2020/01/05 12:35:00,21.723970786230723,21.68551403546695
2020-01-05 12:40:00,2020/01/05 12:40:00,21.713278499793375,21.687732696702426
2020-01-05 12:45:00,2020/01/05 12:45:00,21.706876929514237,21.679266295696323
2020-01-05 12:50:00,2020/01/05 12:50:00,21.701389667958324,21.663894076304416
2020-01-05 12:55:00,2020/01/05 12:55:00,21.699761886141573,21.646203854418218
2020-01-05 13:00:00,2020/01/05 13:00:00,21.851186262408532,21.628882592388493
2020-01-05 13:05:00,2020/01/05 13:05:00,21.998790103355304,21.69071026278067
2020-01-05 13:10:00,2020/01/05 13:10:00,22.00755086307089,21.799631279393452
2020-01-05 13:15:00,2020/01/05 13:15:00,22.02090641916209,21.871372951187425
2020-01-05 13:20:00,2020/01/05 13:20:00,21.99225347316377,21.90792023128222
2020-01-05 13:25:00,2020/01/05 13:25:00,21.968786589032845,21.923603247768256
